stars,review_count,BusinessAcceptsCreditCards,OutdoorSeating,RestaurantsReservations,Caters,RestaurantsTakeOut,GoodForKids,RestaurantsGoodForGroups,RestaurantsDelivery,HasTV,BikeParking
2,14,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,,
3.5,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
4,38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2.5,57,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,113,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1.5,34,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,20,TRUE,TRUE,FALSE,,None,TRUE,TRUE,TRUE,TRUE,
2.5,11,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
4,34,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2.5,6,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,15,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
2,28,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
2.5,109,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,101,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2.5,49,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4,2040,TRUE,None,TRUE,FALSE,None,FALSE,TRUE,None,TRUE,TRUE
2.5,66,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,166,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,12,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
5,10,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,44,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
3.5,66,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,None,TRUE,
3.5,21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,44,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
2,107,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3.5,55,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
2,13,TRUE,,,,TRUE,,,TRUE,,
2,11,,,,,TRUE,,,TRUE,TRUE,
3,5,FALSE,None,,,,,TRUE,,TRUE,TRUE
4,8,,,TRUE,,TRUE,TRUE,,TRUE,TRUE,
2.5,22,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,60,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2.5,50,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2.5,61,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,27,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,18,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,16,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
3.5,26,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1.5,27,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,24,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,30,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,43,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2.5,23,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,9,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
5,16,TRUE,FALSE,FALSE,,TRUE,TRUE,,TRUE,,
3,7,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,
1,17,TRUE,TRUE,FALSE,FALSE,TRUE,,,TRUE,TRUE,
2,12,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE,,
4,53,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
1.5,76,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3,41,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,18,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,5,TRUE,FALSE,,,,FALSE,TRUE,,,
1.5,11,,,FALSE,,TRUE,TRUE,TRUE,TRUE,,
2,18,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
2.5,42,TRUE,TRUE,,,,,,,TRUE,
4.5,13,,,,TRUE,TRUE,,,TRUE,,
2,59,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2,8,TRUE,,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,
4.5,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,
4.5,483,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
2.5,21,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
4.5,34,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,21,TRUE,TRUE,,TRUE,TRUE,,,TRUE,TRUE,TRUE
3.5,153,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
4,20,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,5,,,,,,,,,,
5,75,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,47,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,16,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
1.5,19,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,7,,,FALSE,FALSE,FALSE,,,TRUE,TRUE,
1.5,34,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3,44,TRUE,,FALSE,,TRUE,,TRUE,TRUE,TRUE,
3,26,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
1.5,17,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,57,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,18,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,11,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,
2,35,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
4.5,80,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,9,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,
2.5,11,TRUE,,FALSE,,TRUE,TRUE,,TRUE,,
4,6,TRUE,FALSE,,TRUE,TRUE,,,FALSE,FALSE,TRUE
2.5,7,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,14,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,9,TRUE,,,,TRUE,TRUE,,TRUE,,
3.5,8,,,,,,,,,TRUE,
4,106,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,13,,,,,,,,,,
4,52,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,TRUE
2.5,12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3,106,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,33,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1.5,11,,,,,FALSE,TRUE,,TRUE,,
2,10,TRUE,,FALSE,,TRUE,FALSE,TRUE,TRUE,,
1.5,111,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3.5,15,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,
3.5,7,TRUE,TRUE,,FALSE,TRUE,,,TRUE,,TRUE
1,5,,,,,TRUE,,,TRUE,,
2.5,34,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,393,TRUE,None,FALSE,FALSE,TRUE,TRUE,FALSE,None,FALSE,FALSE
4.5,43,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,
4.5,10,,,,TRUE,TRUE,,,TRUE,,
2,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
4,39,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3.5,27,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4.5,445,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1.5,11,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,5,,,,,TRUE,,,TRUE,,
3,44,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,None,TRUE,TRUE
4,14,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3,133,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,37,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1.5,65,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3,37,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3,67,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,30,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,
1.5,12,TRUE,,FALSE,,TRUE,TRUE,FALSE,TRUE,,
4,59,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,20,,,,,TRUE,,FALSE,TRUE,,
4.5,362,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
4,217,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3.5,36,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,15,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2,11,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1.5,6,,,,,,,,,,
3,50,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,6,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,111,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,13,,,FALSE,,,TRUE,TRUE,TRUE,TRUE,
3.5,30,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,19,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,355,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
2.5,168,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,15,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,14,,,,,TRUE,,,TRUE,,
4,172,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
2.5,12,TRUE,FALSE,FALSE,,TRUE,TRUE,,TRUE,,FALSE
3.5,22,TRUE,TRUE,,,,,TRUE,,TRUE,TRUE
2.5,20,TRUE,FALSE,,,TRUE,TRUE,FALSE,TRUE,TRUE,
4.5,36,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,97,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,14,TRUE,,,,TRUE,,,TRUE,TRUE,
4.5,495,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,75,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3,21,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,
3.5,10,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,
3,29,TRUE,,,TRUE,TRUE,,,,TRUE,TRUE
1.5,6,,,,,FALSE,,,TRUE,,
1.5,24,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
2.5,17,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,9,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3,21,TRUE,,FALSE,,TRUE,TRUE,FALSE,TRUE,,
1.5,30,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
1.5,135,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,11,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,38,TRUE,None,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,
3,6,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,
2,64,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,185,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,None,TRUE,TRUE
4,53,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
1,25,TRUE,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,
2.5,69,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,30,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,5,TRUE,,,,FALSE,,,TRUE,,
3.5,8,TRUE,FALSE,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,
2.5,14,,FALSE,FALSE,,FALSE,,,FALSE,,
3,23,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,261,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4.5,87,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,7,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,
3,45,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
4,53,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
3.5,96,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
2,11,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,109,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
5,6,TRUE,FALSE,,TRUE,TRUE,,,FALSE,FALSE,FALSE
2.5,91,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,17,TRUE,None,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
3.5,5,TRUE,TRUE,,,TRUE,,,TRUE,TRUE,
1.5,13,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
5,64,TRUE,FALSE,FALSE,,TRUE,,TRUE,TRUE,TRUE,
4,43,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
4,159,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,44,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
4,54,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1.5,49,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
1,5,,,,,FALSE,,,FALSE,,
2,21,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,20,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3,64,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
3,29,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2,6,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,,
3.5,154,TRUE,TRUE,None,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
3,20,,,,,None,,,None,TRUE,
3.5,252,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,9,TRUE,None,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,10,TRUE,,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,
3.5,259,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,160,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,9,TRUE,,TRUE,,TRUE,,,FALSE,TRUE,
4.5,45,TRUE,None,,FALSE,TRUE,,,None,TRUE,TRUE
3.5,744,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3.5,689,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,19,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
4,45,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE
2.5,68,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2,54,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,6,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
1,17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
3.5,9,,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,6,,,,,None,,,TRUE,,
2.5,13,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,TRUE,,TRUE
1.5,21,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
3.5,6,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,79,,,,,TRUE,,,,,
3.5,80,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2.5,48,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,785,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
1.5,16,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
2,15,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,219,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2.5,77,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,
3.5,338,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,80,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
3,44,,,,,TRUE,,,TRUE,TRUE,
3,42,TRUE,TRUE,FALSE,,None,,,None,TRUE,
3.5,5,,FALSE,,,TRUE,,,FALSE,,
2,16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
2.5,13,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,,
3,63,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4.5,77,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,40,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,13,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,119,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,77,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3,214,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4,17,FALSE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1.5,22,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,585,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,56,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
4,143,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,245,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,45,TRUE,,FALSE,,TRUE,,,TRUE,TRUE,
4,351,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,114,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,199,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,133,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2,6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
3.5,23,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
2,12,TRUE,,,,TRUE,TRUE,,TRUE,,
3,49,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
4.5,37,TRUE,None,,TRUE,TRUE,,,TRUE,TRUE,FALSE
3.5,94,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,None,TRUE,FALSE
3.5,134,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1.5,15,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4.5,908,TRUE,None,FALSE,FALSE,TRUE,TRUE,TRUE,None,TRUE,TRUE
2.5,86,TRUE,TRUE,FALSE,,TRUE,,TRUE,TRUE,TRUE,
4,10,TRUE,FALSE,TRUE,,FALSE,FALSE,TRUE,,FALSE,
3,11,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
3,20,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,
3,130,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4.5,111,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2,13,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,37,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
4.5,7,,,,,,,,,,
3,28,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,151,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
3.5,58,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2.5,76,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2,17,TRUE,FALSE,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
4,105,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3,6,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
3.5,72,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
4.5,139,TRUE,FALSE,,,TRUE,TRUE,TRUE,,TRUE,
1.5,20,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,46,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
2.5,12,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,
3,18,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
1.5,17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
3,68,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,44,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,13,TRUE,TRUE,,,TRUE,,,TRUE,,FALSE
4,65,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,8,,,FALSE,,FALSE,TRUE,,TRUE,,
2.5,27,,TRUE,TRUE,,,,TRUE,TRUE,TRUE,
