state,stars,review_count,BusinessAcceptsCreditCards,OutdoorSeating,RestaurantsReservations,Caters,RestaurantsTakeOut,GoodForKids,RestaurantsGoodForGroups,RestaurantsDelivery,HasTV,BikeParking
LA,3,89,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
NJ,2,12,,,,FALSE,FALSE,FALSE,,TRUE,,
IN,3,22,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
MO,1,11,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,
AB,4,10,,,,,TRUE,,,TRUE,TRUE,
AZ,1.5,16,TRUE,TRUE,,,TRUE,,,TRUE,,TRUE
IL,3.5,142,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
NJ,3,161,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
LA,2.5,10,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,,
IN,4,405,TRUE,TRUE,None,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LA,3,41,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
IN,4.5,194,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
IN,3,13,,,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,
PA,4,68,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
NJ,4.5,26,TRUE,FALSE,FALSE,FALSE,TRUE,,,TRUE,TRUE,
IL,1.5,7,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,,
IN,2,41,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IN,3,110,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LA,2,10,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
AZ,1.5,53,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,4.5,160,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,None,TRUE,TRUE
AZ,4,260,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
PA,2,41,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
IN,3.5,17,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
NJ,2,13,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,None,FALSE,FALSE
PA,4.5,175,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
PA,4,5,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,TRUE,,FALSE
IL,3,12,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
AZ,3,44,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,2.5,67,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,2,7,,,,,TRUE,,,TRUE,,
LA,2,28,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
PA,2,45,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
MO,3.5,16,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,
PA,4.5,102,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
FL,2.5,35,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,4,5,TRUE,,,,,TRUE,,,,
NJ,2,11,TRUE,,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,
PA,3.5,54,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
FL,4.5,54,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE
AZ,2,15,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
IN,3.5,16,TRUE,TRUE,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
LA,5,23,TRUE,TRUE,FALSE,TRUE,TRUE,,,TRUE,FALSE,TRUE
IN,3.5,105,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,2,15,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,,
FL,3.5,153,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
PA,4,133,TRUE,None,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
AB,3.5,21,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
FL,2.5,125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ID,2,11,TRUE,,FALSE,,TRUE,TRUE,TRUE,FALSE,,
AZ,2.5,10,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
TN,3,15,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
AZ,4,179,TRUE,None,FALSE,TRUE,TRUE,TRUE,TRUE,None,FALSE,TRUE
LA,1.5,10,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,FALSE,TRUE,
TN,1.5,39,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NV,1.5,58,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,1.5,9,TRUE,,FALSE,,TRUE,,,TRUE,,
FL,3,107,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
CA,4.5,367,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,None,FALSE,TRUE
IN,2,33,TRUE,,FALSE,,TRUE,TRUE,None,TRUE,,
ID,3.5,157,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
MO,1.5,7,TRUE,TRUE,,,TRUE,,,TRUE,,TRUE
CA,2.5,57,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,3.5,167,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,4,8,TRUE,,,,TRUE,,TRUE,,,
NV,2,54,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
IN,4,8,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
NJ,2,7,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,,
NJ,1.5,21,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ID,3.5,182,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
DE,3.5,10,TRUE,None,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE
TN,2.5,15,TRUE,,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,
PA,4,63,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
PA,2,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
AB,3,6,,,,,TRUE,,,TRUE,TRUE,
NJ,4,61,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
FL,4,719,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,1.5,33,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
MO,4,16,,,,,,,,,,
LA,4,253,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,2.5,92,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
ID,2,9,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
ID,2,7,TRUE,,TRUE,TRUE,TRUE,,,FALSE,FALSE,TRUE
PA,4,444,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
AZ,2,19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,
PA,4.5,131,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
LA,3.5,19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
PA,1.5,24,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
PA,4,60,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
MO,2,13,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
PA,1.5,7,,,FALSE,,TRUE,TRUE,TRUE,TRUE,,
FL,2,35,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
AB,4,44,,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PA,3,116,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,4,54,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
FL,2.5,10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
NJ,4,99,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
TN,4.5,47,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ID,4,304,TRUE,None,TRUE,TRUE,None,TRUE,TRUE,None,TRUE,TRUE
LA,2,86,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
MO,3.5,109,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
MO,1.5,31,TRUE,None,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
PA,4,67,TRUE,,,,TRUE,,,TRUE,,
PA,1.5,29,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,4.5,173,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,3.5,163,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
FL,2.5,12,TRUE,,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
FL,2.5,15,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
AZ,3.5,174,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
MO,1.5,7,,,,,,,,TRUE,,
IN,3.5,164,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
TN,4,17,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
FL,3.5,22,TRUE,,,,TRUE,,,,,FALSE
AZ,3.5,28,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
FL,4,507,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,None,TRUE,TRUE
NJ,2,111,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,1.5,36,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
AB,3.5,7,,FALSE,,,TRUE,TRUE,TRUE,,TRUE,
NJ,2.5,13,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
LA,1.5,14,TRUE,,FALSE,,FALSE,FALSE,FALSE,TRUE,,
TN,2.5,19,TRUE,,FALSE,,TRUE,,,TRUE,TRUE,
PA,4,6,TRUE,TRUE,,,,,TRUE,,TRUE,FALSE
MO,3,34,TRUE,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
NJ,3,50,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
IN,3,102,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,3.5,159,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
TN,3.5,14,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
AB,2.5,6,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,,
TN,3.5,23,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
MO,2,39,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
AB,3.5,70,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
PA,4,6,,TRUE,FALSE,FALSE,TRUE,,,TRUE,,
MO,2,9,,,,,,,TRUE,,,
TN,4.5,6,TRUE,TRUE,FALSE,,TRUE,,,TRUE,TRUE,TRUE
NJ,3.5,39,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
MO,1,31,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
IN,3,6,,,,,,,,,TRUE,
NJ,3,370,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
AZ,3,85,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,1.5,7,TRUE,,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,
CA,1.5,41,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
IL,1.5,45,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,
FL,3,184,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MO,2,39,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,1,12,,,,,,,,,FALSE,
PA,3.5,295,FALSE,TRUE,FALSE,,TRUE,,TRUE,TRUE,TRUE,TRUE
IL,1.5,18,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NJ,4,22,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
LA,4.5,91,TRUE,None,FALSE,FALSE,TRUE,,,TRUE,TRUE,TRUE
IN,1.5,11,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
FL,2.5,107,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
PA,2.5,6,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,,
MO,2.5,34,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,
PA,3,279,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
AB,1,9,,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,
MO,1.5,76,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
LA,4,181,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TN,3,7,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
TN,2.5,83,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
AZ,2,20,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MO,2,55,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MO,3.5,33,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,
IN,2.5,7,,,FALSE,,TRUE,,TRUE,TRUE,,
PA,2.5,19,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DE,2,12,TRUE,,,,TRUE,,,TRUE,,
AZ,2.5,112,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
AB,4,7,,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,,TRUE
LA,2.5,10,TRUE,TRUE,None,,TRUE,TRUE,TRUE,FALSE,TRUE,
AZ,2.5,11,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ID,2,10,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,2,17,,,,,,,,TRUE,,
IN,1.5,13,TRUE,,FALSE,,TRUE,TRUE,FALSE,TRUE,,
PA,2.5,37,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
AZ,4,7,,,,,TRUE,,,TRUE,,
AB,3,121,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
PA,3.5,6,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,FALSE,TRUE,TRUE
PA,4,40,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,3,15,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
LA,3.5,435,TRUE,None,TRUE,FALSE,TRUE,FALSE,FALSE,None,TRUE,TRUE
IL,2.5,28,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
AB,3.5,11,,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TN,3.5,308,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
ID,2.5,31,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
PA,3,17,TRUE,FALSE,FALSE,,TRUE,,,TRUE,TRUE,
IN,4,88,,,,,,,TRUE,,,
FL,4,126,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,3,76,TRUE,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
PA,2,14,,,,,,,,TRUE,,
PA,3.5,48,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
PA,1.5,34,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
FL,2,13,,,,,TRUE,,TRUE,TRUE,TRUE,
PA,4.5,511,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,2.5,33,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
FL,1,10,TRUE,,,,TRUE,,,TRUE,TRUE,
NJ,1,12,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
LA,3,6,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,,TRUE,
LA,4,89,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,2,74,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
IN,3.5,12,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
NJ,4.5,19,,,,,,,,,,
PA,3.5,121,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
ID,2,16,TRUE,None,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,
NV,4,6,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,3.5,76,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IL,2.5,59,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
TN,2,89,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,4,8,,FALSE,,,None,,,None,,
FL,2.5,51,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
AB,1,5,,,FALSE,,TRUE,,FALSE,TRUE,FALSE,
ID,3,34,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
NV,4,220,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
FL,1.5,14,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
TN,1.5,46,TRUE,,FALSE,,TRUE,,FALSE,TRUE,TRUE,
NV,3,17,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CA,4,329,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
AZ,5,25,,,FALSE,TRUE,TRUE,,,TRUE,,
IN,2,53,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
AZ,3.5,57,,TRUE,,TRUE,TRUE,,,FALSE,TRUE,
LA,4,96,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE
IN,4.5,82,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,None,TRUE,TRUE
LA,2,24,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
FL,4,322,TRUE,None,TRUE,FALSE,None,FALSE,TRUE,FALSE,TRUE,FALSE
TN,2,7,,,,,,,,TRUE,,
AZ,3.5,188,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
LA,3,138,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
FL,2.5,14,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,1.5,39,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,4.5,29,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
FL,4.5,5,TRUE,,TRUE,,TRUE,,,FALSE,,
TN,2,15,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
IN,4,29,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
PA,1.5,34,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
NJ,3,211,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IN,4,522,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,None,TRUE,TRUE
IL,4.5,15,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PA,4,81,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
AB,2.5,9,,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,,TRUE
AZ,4.5,445,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MO,2,7,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,,
MO,4,230,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
AZ,2,14,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,,
NV,3.5,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
PA,4,38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
IN,2.5,57,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
PA,4,113,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
FL,1.5,34,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,4.5,20,TRUE,TRUE,FALSE,,None,TRUE,TRUE,TRUE,TRUE,
LA,2.5,11,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
IN,4,34,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
IN,2.5,6,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CA,4.5,15,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
MO,2,28,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
AZ,2.5,109,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,1.5,101,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CA,2.5,49,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
TN,4,2040,TRUE,None,TRUE,FALSE,None,FALSE,TRUE,None,TRUE,TRUE
CA,2.5,66,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
IN,4,166,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LA,2.5,12,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
MO,5,10,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
IN,3,44,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
PA,3.5,66,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,None,TRUE,
AZ,3.5,21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LA,4,44,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
MO,2,107,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
IN,3.5,55,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
PA,2,13,TRUE,,,,TRUE,,,TRUE,,
DE,2,11,,,,,TRUE,,,TRUE,TRUE,
MO,3,5,FALSE,None,,,,,TRUE,,TRUE,TRUE
AB,4,8,,,TRUE,,TRUE,TRUE,,TRUE,TRUE,
FL,2.5,22,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IL,4.5,60,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
